gene_callers_id	NCBI_taxID	taxa
4458468	1655618	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium BACL20 MAG-120920-bin64; 
2525161	1075417	Bacteria; Bacteroidota; Cytophagales; Cytophagia; Catalimonadaceae; Catalinimonas; Catalinimonas alkaloidigena; 
12027883	61432	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; NA; 
10192906	2021391	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; Flavobacteriales bacterium; 
10782740	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
3541023	1655516	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; NA; 
5277732	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
10029096	2007300	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; alpha proteobacterium MED-G10; 
7702572	2024888	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; SAR116 cluster bacterium; 
4294701	2021391	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; Flavobacteriales bacterium; 
624696	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
9865280	469	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; NA; 
15632452	1986803	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED153; 
11929670	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
4425806	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
5015631	1986873	Bacteria; Pseudomonadota; Rickettsiales; Alphaproteobacteria; NA; NA; Rickettsiales bacterium TMED289; 
6162513	0	
133208	314287	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Porticoccaceae; NA; gamma proteobacterium HTCC2207; 
13961305	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
133213	1986232	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Porticoccaceae; NA; SAR92 bacterium MED-G29; 
133216	1986232	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Porticoccaceae; NA; SAR92 bacterium MED-G29; 
133220	314287	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Porticoccaceae; NA; gamma proteobacterium HTCC2207; 
15337573	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
9865320	469	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; NA; 
3606636	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
7112818	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
3541108	1898959	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; NA; NA; NA; 
9865336	469	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; NA; 
14616706	200644	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; NA; 
14518402	1986810	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED202; 
5081223	2026743	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; Halieaceae bacterium; 
5081224	2026743	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; Halieaceae bacterium; 
9963659	2	Bacteria; NA; NA; NA; NA; NA; NA; 
13568146	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
7309479	3235146	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium LSUCC0684; 
16255144	556531	Bacteria; Actinomycetota; Micromonosporales; Actinomycetes; Micromonosporaceae; Rugosimonospora; Rugosimonospora acidiphila; 
3770537	58840	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; NA; 
10717359	1538529	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Planktomarina; uncultured Planktomarina sp.; 
8489137	114847	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Roseobacter; uncultured Roseobacter sp.; 
3279031	1986865	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; NA; Rhodospirillaceae bacterium TMED256; 
11995327	0	
14452933	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
14420166	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
7407822	40323	Bacteria; Pseudomonadota; Lysobacterales; Gammaproteobacteria; Lysobacteraceae; Stenotrophomonas; NA; 
11208919	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
16189657	1224	Bacteria; Pseudomonadota; NA; NA; NA; NA; NA; 
14682329	1236	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; NA; 
7407835	40323	Bacteria; Pseudomonadota; Lysobacterales; Gammaproteobacteria; Lysobacteraceae; Stenotrophomonas; NA; 
16058588	1220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp.; 
1312988	379370	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
12224734	1977865	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS40; 
16419043	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
4655331	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
952549	1986699	Bacteria; Bacteroidota; Cytophagales; Cytophagia; Flammeovirgaceae; NA; Flammeovirgaceae bacterium TMED262; 
592101	1986235	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; SAR116 cluster bacterium MED-G06; 
7997672	2013087	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium MarineAlpha5_Bin12; 
5900527	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
7407858	40323	Bacteria; Pseudomonadota; Lysobacterales; Gammaproteobacteria; Lysobacteraceae; Stenotrophomonas; NA; 
16582903	1336794	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Formosa; Formosa sp. Hel1_33_131; 
5048577	0	
10094851	2304600	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Stappiaceae; Breoghania; Breoghania sp. L-A4; 
1509641	1986821	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium TMED259; 
10635589	2	Bacteria; NA; NA; NA; NA; NA; NA; 
14731590	1400865	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. BIOS-U3-1; 
1100108	1986708	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED200; 
10144079	1655516	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; NA; 
9128274	1906665	Archaea; NA; NA; NA; NA; NA; archaeon; 
3918165	439493	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. HTCC7211; 
7326039	0	
12929369	40323	Bacteria; Pseudomonadota; Lysobacterales; Gammaproteobacteria; Lysobacteraceae; Stenotrophomonas; NA; 
14010714	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
11389280	1706432	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Porticoccaceae; NA; NA; 
7981408	1977864	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
14731634	3081749	Bacteria; Verrucomicrobiota; Opitutales; Opitutia; NA; NA; Opitutales bacterium ASA1; 
11061621	1986850	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; NA; NA; Rhizobiales bacterium TMED162; 
9947514	186617	Viruses; NA; NA; NA; NA; NA; uncultured marine virus; 
2345339	159733	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; uncultured Prochlorococcus sp.; 
10865021	1986642	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium TMED62; 
6408574	33807	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
9030015	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
14141828	549779	Viruses; Nucleocytoviricota; Imitervirales; Megaviricetes; Mimiviridae; NA; NA; 
7621000	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
1100168	2020902	Bacteria; Pseudomonadota; Hyphomonadales; Alphaproteobacteria; Hyphomonadaceae; Ponticaulis; Ponticaulis sp.; 
15747465	1527298	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; SAR11 cluster bacterium PRT-SC02; 
6310291	744985	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; alpha proteobacterium HIMB59; 
2247067	379389	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
4508062	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
10963361	1696175	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium GOM-A3; 
1493410	0	
12929455	2627481	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
12994996	200644	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; NA; 
12994997	200644	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; NA; 
4311497	2836866	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Mameliella; Mameliella sediminis; 
6801868	28211	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
10013133	48073	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Microbulbiferaceae; Microbulbifer; NA; 
10275279	2575511	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. GEYO; 
10144214	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
7326175	247639	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; marine gamma proteobacterium HTCC2080; 
8833506	1898104	Bacteria; Bacteroidota; NA; NA; NA; NA; Bacteroidota bacterium; 
3033571	1871086	Bacteria; Pseudomonadota; Caulobacterales; Alphaproteobacteria; Caulobacteraceae; Brevundimonas; Brevundimonas sp.; 
15321590	1986234	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; SAR116 cluster bacterium MED-G05; 
4606463	0	
4999686	439493	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. HTCC7211; 
6244878	1904441	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Paracoccaceae bacterium; 
11389464	47936	Bacteria; Pseudomonadota; NA; NA; NA; NA; NA; 
3820060	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
4704802	198251	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; NA; 
15649321	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
14830122	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
10963510	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
13027895	1986701	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED116; 
11749946	1898104	Bacteria; Bacteroidota; NA; NA; NA; NA; Bacteroidota bacterium; 
6310459	33807	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
15092285	1898111	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Cryomorphaceae; NA; Cryomorphaceae bacterium; 
2148933	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
15583814	1871037	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium; 
3361351	0	
6769233	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
3263060	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
4115030	1986590	Bacteria; Verrucomicrobiota; Verrucomicrobiales; Verrucomicrobiia; Verrucomicrobiaceae; Roseibacillus; Roseibacillus sp. TMED18; 
16435799	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
13552222	1986747	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED222; 
1985123	247639	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; marine gamma proteobacterium HTCC2080; 
674406	1501269	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 0801; 
15714929	1336794	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Formosa; Formosa sp. Hel1_33_131; 
5687922	1977087	Bacteria; Pseudomonadota; NA; NA; NA; NA; Pseudomonadota bacterium; 
16566900	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
51831	28211	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
3066503	1986792	Bacteria; Verrucomicrobiota; NA; NA; NA; NA; Verrucomicrobia bacterium TMED56; 
10767003	1696175	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium GOM-A3; 
11192990	469	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; NA; 
11586219	1696175	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium GOM-A3; 
9554604	1904441	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Paracoccaceae bacterium; 
4836013	367336	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; NA; NA; Rhodobacterales bacterium HTCC2255; 
14699184	2	Bacteria; NA; NA; NA; NA; NA; NA; 
6474424	29465	Bacteria; Bacillota; Veillonellales; Negativicutes; Veillonellaceae; Veillonella; NA; 
2640570	1909294	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; NA; NA; Hyphomicrobiales bacterium; 
10046144	174711	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; uncultured Polaribacter sp.; 
6113998	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
9259734	2026722	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; NA; NA; Cellvibrionales bacterium; 
11946719	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
2837219	1220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp.; 
3459817	1986810	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED202; 
3492585	1932704	Bacteria; NA; NA; NA; NA; NA; bacterium B17; 
12798699	2175803	Bacteria; Bacteroidota; NA; NA; NA; NA; Bacteroidetes bacterium SCGC AAA795-G10; 
8604395	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
1297133	1986640	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium TMED54; 
12045045	0	
11717369	47253	Bacteria; Cyanobacteriota; Leptolyngbyales; Cyanophyceae; Leptolyngbyaceae; Leptolyngbya; Leptolyngbya foveolarum; 
12372741	0	
10767113	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
3492626	1948399	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium UBA4588; 
11717402	388401	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Rhodobacteraceae bacterium HTCC2150; 
14273314	1236	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; NA; 
8735527	1986250	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Pelagibacterales bacterium MED-G42; 
10046248	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
2247481	159733	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; uncultured Prochlorococcus sp.; 
5851963	2832643	Viruses; Uroviricota; NA; Caudoviricetes; NA; NA; Caudoviricetes sp.; 
15682364	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
4180809	1986861	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Rhodobacteraceae bacterium TMED38; 
11160393	1986640	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium TMED54; 
9096017	1986713	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED220; 
9259862	1909294	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; NA; NA; Hyphomicrobiales bacterium; 
10668891	0	
3361630	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
215911	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
11029355	2563896	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter giovannonii; 
8440683	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
8211309	1986812	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium TMED216; 
8637296	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
15911795	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
14928767	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
14175107	1	NA; NA; NA; NA; NA; NA; NA; 
16010115	1977087	Bacteria; Pseudomonadota; NA; NA; NA; NA; Pseudomonadota bacterium; 
11422602	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
14142365	1986797	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED118; 
9718690	1986747	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED222; 
7818146	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
6998954	2638230	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Aurantimonadaceae; Aurantimonas; NA; 
3230636	1986234	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; SAR116 cluster bacterium MED-G05; 
576428	0	
8113072	2919303	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. ALOHA_ZT_50; 
4639666	35761	Bacteria; Actinomycetota; Propionibacteriales; Actinomycetes; Nocardioidaceae; Nocardioides; Nocardioides sp.; 
10079157	2686361	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter sp. L3A8; 
2411460	1284657	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Planktomarina; NA; 
8637380	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
12700615	1474867	Viruses; Nucleocytoviricota; Imitervirales; Megaviricetes; Schizomimiviridae; Kratosvirus; Kratosvirus quantuckense; 
936903	1871053	Bacteria; Pseudomonadota; Caulobacterales; Alphaproteobacteria; Caulobacteraceae; Phenylobacterium; Phenylobacterium sp.; 
5458896	0	
1067986	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
6179813	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
3230694	1655516	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; NA; 
13192172	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
14601208	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
10275854	64973	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Terasakiellaceae; Terasakiella; Terasakiella pusilla; 
6540308	2185104	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Elioraeaceae; Elioraea; Elioraea thermophila; 
14928926	2030806	Bacteria; Pseudomonadota; Burkholderiales; Betaproteobacteria; Burkholderiaceae; NA; Burkholderiaceae bacterium; 
14175262	1986826	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED273; 
12143651	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
4377643	2026743	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; Halieaceae bacterium; 
15387696	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
2673715	1986638	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; Candidatus Endolissoclinum; Candidatus Endolissoclinum sp. TMED37; 
8965179	367336	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; NA; NA; Rhodobacterales bacterium HTCC2255; 
13978687	1986797	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED118; 
5164097	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
3624007	2800421	Bacteria; Verrucomicrobiota; Verrucomicrobiales; Verrucomicrobiia; Verrucomicrobiaceae; Oceaniferula; Oceaniferula flava; 
11947080	119060	Bacteria; Pseudomonadota; Burkholderiales; Betaproteobacteria; Burkholderiaceae; NA; NA; 
15158344	0	
10341454	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
7294032	1977864	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
380001	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
8932450	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
6147171	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
2083940	2602289	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Roseobacter; Roseobacter cerasinus; 
