gene_callers_id	deeploc
4535308	Cytoplasmic
2077708	Outer Membrane
8729615	Cytoplasmic
12596252	Outer Membrane
7222308	Periplasmic
15676452	Cytoplasmic
14431268	Outer Membrane
5354536	Outer Membrane
13710379	Outer Membrane
1553452	Cytoplasmic Membrane
1455150	Periplasmic
4830255	Cytoplasmic Membrane
5977147	Cytoplasmic
5682240	Outer Membrane
16561223	Cytoplasmic
4043848	Outer Membrane
3552332	Extracellular
439373	Cytoplasmic
2864212	Cytoplasmic Membrane
8893525	Outer Membrane
12956760	Cytoplasmic
12956764	Cytoplasmic Membrane
8959079	Outer Membrane
9876584	Cytoplasmic
3552364	Outer Membrane
3650678	Outer Membrane
46201	Outer Membrane
46202	Outer Membrane
12891259	Cytoplasmic Membrane
10826876	Periplasmic
3191936	Periplasmic
4732033	Extracellular
2667650	Periplasmic
4240515	Periplasmic
15643779	Outer Membrane
5813381	Cytoplasmic Membrane
3290248	Cytoplasmic Membrane
7943308	Extracellular
14398618	Cytoplasmic
13612187	Periplasmic
603298	Periplasmic
10269858	Cytoplasmic
15512744	Cytoplasmic Membrane
1488043	Cytoplasmic
12301486	Periplasmic
11711666	Cytoplasmic
11711670	Cytoplasmic
7320759	Outer Membrane
9909434	Cytoplasmic Membrane
5387453	Cytoplasmic
15447235	Outer Membrane
9647300	Cytoplasmic
10171592	Cytoplasmic
4994260	Outer Membrane
12399832	Cytoplasmic
16266457	Outer Membrane
177378	Outer Membrane
15480048	Periplasmic
8729842	Extracellular
7288050	Cytoplasmic Membrane
406780	Cytoplasmic Membrane
10007808	Cytoplasmic
6829312	Periplasmic
4437249	Outer Membrane
5092610	Outer Membrane
3650818	Periplasmic
13153542	Cytoplasmic
6796551	Periplasmic
6468872	Cytoplasmic
15119626	Outer Membrane
5846287	Cytoplasmic
10368303	Outer Membrane
16168246	Periplasmic
10335563	Cytoplasmic
210254	Cytoplasmic
16135510	Periplasmic
7583067	Cytoplasmic
6337890	Outer Membrane
2897257	Cytoplasmic
9745780	Outer Membrane
4765051	Outer Membrane
112010	Cytoplasmic
6993291	Cytoplasmic
9975178	Outer Membrane
10466701	Outer Membrane
8598926	Outer Membrane
1684894	Cytoplasmic
11842977	Cytoplasmic
16102823	Outer Membrane
4208040	Outer Membrane
12793265	Cytoplasmic
12137914	Cytoplasmic Membrane
10597819	Outer Membrane
4961731	Cytoplasmic Membrane
10433989	Outer Membrane
767460	Cytoplasmic
2962921	Cytoplasmic
7910898	Outer Membrane
9254393	Cytoplasmic
12334587	Cytoplasmic
7288324	Periplasmic
4797957	Cytoplasmic
14890503	Cytoplasmic
4797970	Cytoplasmic
603667	Cytoplasmic
4797976	Outer Membrane
9287195	Periplasmic
8959515	Cytoplasmic Membrane
3552800	Cytoplasmic
10728999	Periplasmic
12989995	Outer Membrane
14333491	Outer Membrane
4666944	Cytoplasmic
10237508	Extracellular
374340	Cytoplasmic Membrane
5486151	Periplasmic
2143830	Cytoplasmic
3192407	Periplasmic
833119	Cytoplasmic
1750624	Cytoplasmic
10335853	Cytoplasmic Membrane
5748334	Outer Membrane
10204788	Outer Membrane
8631925	Outer Membrane
13121149	Outer Membrane
3651202	Cytoplasmic Membrane
14562947	Outer Membrane
1357442	Cytoplasmic
11679373	Extracellular
1717902	Outer Membrane
964241	Outer Membrane
10335893	Cytoplasmic
5977754	Cytoplasmic Membrane
9287327	Outer Membrane
11548328	Periplasmic
1980086	Cytoplasmic
15742658	Cytoplasmic Membrane
7419589	Cytoplasmic
669390	Cytoplasmic Membrane
10008280	Cytoplasmic
4404952	Outer Membrane
13547226	Cytoplasmic Membrane
16660202	Cytoplasmic
898798	Cytoplasmic
2930421	Periplasmic
11056893	Extracellular
10303234	Outer Membrane
9942798	Extracellular
12891919	Outer Membrane
5027600	Outer Membrane
12531478	Periplasmic
9516827	Extracellular
11286299	Outer Membrane
14858020	Outer Membrane
13383460	Cytoplasmic
8566568	Outer Membrane
14366506	Outer Membrane
14497579	Cytoplasmic Membrane
6108982	Cytoplasmic
5486391	Cytoplasmic Membrane
3258167	Outer Membrane
5846840	Outer Membrane
9189179	Cytoplasmic
2471747	Outer Membrane
13776709	Cytoplasmic
6338377	Outer Membrane
11843401	Cytoplasmic Membrane
14137168	Cytoplasmic
6928210	Cytoplasmic
8468310	Cytoplasmic
10008410	Outer Membrane
10139488	Cytoplasmic
1259360	Cytoplasmic
15447907	Outer Membrane
11581284	Outer Membrane
2930536	Outer Membrane
11417450	Periplasmic
4568940	Cytoplasmic Membrane
2307955	Outer Membrane
1030022	Cytoplasmic Membrane
4175750	Extracellular
1816459	Outer Membrane
13186957	Outer Membrane
15054737	Outer Membrane
10368923	Cytoplasmic
11581344	Cytoplasmic
10631073	Cytoplasmic
767905	Cytoplasmic Membrane
10008483	Cytoplasmic
374696	Outer Membrane
4110260	Cytoplasmic
3016045	Outer Membrane
9176440	Outer Membrane
7243129	Outer Membrane
14484861	Cytoplasmic
14484862	Cytoplasmic
11502981	Cytoplasmic
5735825	Cytoplasmic
2262422	Cytoplasmic Membrane
853411	Cytoplasmic Membrane
15926691	Extracellular
15173027	Cytoplasmic
3212707	Cytoplasmic
8226211	Cytoplasmic Membrane
15795625	Periplasmic
16057772	Outer Membrane
6227372	Periplasmic
13108656	Cytoplasmic
12420528	Cytoplasmic
9045437	Periplasmic
12748231	Cytoplasmic
4031945	Periplasmic
5408203	Outer Membrane
6555097	Outer Membrane
9111001	Cytoplasmic Membrane
3507673	Cytoplasmic
11437532	Periplasmic
1836511	Periplasmic
3343842	Outer Membrane
7603683	Cytoplasmic
1967586	Outer Membrane
4326888	Cytoplasmic
2033132	Outer Membrane
10552817	Cytoplasmic Membrane
1738226	Extracellular
9373170	Cytoplasmic Membrane
951802	Outer Membrane
9176570	Outer Membrane
10028542	Cytoplasmic Membrane
10028543	Cytoplasmic Membrane
2295305	Cytoplasmic
10618379	Outer Membrane
7898637	Outer Membrane
15959572	Cytoplasmic
6129179	Outer Membrane
10618397	Cytoplasmic
15238693	Cytoplasmic Membrane
4916774	Cytoplasmic
1574448	Cytoplasmic
6850110	Cytoplasmic
4589122	Cytoplasmic Membrane
820804	Outer Membrane
2754125	Outer Membrane
3409486	Periplasmic
10749531	Outer Membrane
5998175	Periplasmic
12158570	Cytoplasmic
13272682	Cytoplasmic
1803891	Cytoplasmic
7898740	Outer Membrane
11699829	Cytoplasmic
12715649	Cytoplasmic
16385665	Periplasmic
1672841	Cytoplasmic
12977807	Outer Membrane
12781216	Periplasmic
6031018	Cytoplasmic Membrane
296620	Periplasmic
34479	Cytoplasmic
1476272	Periplasmic
11404981	Outer Membrane
14780088	Cytoplasmic Membrane
4032190	Cytoplasmic
5408453	Outer Membrane
5703367	Cytoplasmic
16189131	Cytoplasmic Membrane
13960908	Periplasmic
3868369	Periplasmic
3540689	Outer Membrane
2918103	Outer Membrane
2885335	Cytoplasmic
2885338	Outer Membrane
11437791	Cytoplasmic
11437792	Cytoplasmic Membrane
3540705	Cytoplasmic
10684135	Extracellular
8980203	Outer Membrane
7669490	Cytoplasmic
15632117	Cytoplasmic
6850297	Cytoplasmic
3213054	Outer Membrane
2328319	Periplasmic
2983679	Outer Membrane
8652542	Cytoplasmic
8390404	Periplasmic
7571205	Cytoplasmic
2918148	Periplasmic
4491016	Outer Membrane
14976789	Outer Membrane
395035	Cytoplasmic
12388127	Outer Membrane
4601784	Cytoplasmic
7485381	Cytoplasmic
11319238	Outer Membrane
10008523	Outer Membrane
9189327	Outer Membrane
5879761	Outer Membrane
11319256	Outer Membrane
7550941	Cytoplasmic
3356642	Cytoplasmic
14464999	Outer Membrane
15611884	Cytoplasmic
8763373	Outer Membrane
4372467	Cytoplasmic
10041338	Cytoplasmic
8632321	Extracellular
14301186	Cytoplasmic
13187084	Periplasmic
11515919	Periplasmic
2406425	Cytoplasmic Membrane
16136220	Cytoplasmic
16037921	Cytoplasmic
10434593	Cytoplasmic
7321641	Cytoplasmic
12695598	Outer Membrane
4503599	Periplasmic
10008635	Periplasmic
5683269	Outer Membrane
13613127	Cytoplasmic
6404175	Cytoplasmic Membrane
7845973	Cytoplasmic Membrane
4405336	Extracellular
10696796	Cytoplasmic
3160157	Outer Membrane
10369120	Cytoplasmic
6305894	Outer Membrane
7059561	Cytoplasmic Membrane
5650540	Cytoplasmic Membrane
12040314	Outer Membrane
4864123	Cytoplasmic
8599675	Outer Membrane
8370304	Periplasmic
4241546	Cytoplasmic Membrane
7190666	Outer Membrane
1521808	Cytoplasmic
1259665	Outer Membrane
1587345	Cytoplasmic
5388433	Periplasmic
8829078	Periplasmic
11810972	Outer Membrane
10238120	Cytoplasmic
13252788	Cytoplasmic
12859576	Cytoplasmic
15808696	Outer Membrane
2439355	Outer Membrane
8599741	Cytoplasmic Membrane
2472130	Outer Membrane
7780546	Periplasmic
1915082	Outer Membrane
7157963	Cytoplasmic Membrane
14301394	Outer Membrane
11843802	Cytoplasmic Membrane
5880037	Cytoplasmic
5421286	Outer Membrane
7059687	Outer Membrane
5421287	Outer Membrane
10172652	Cytoplasmic Membrane
6535408	Cytoplasmic
6240505	Cytoplasmic
13711612	Cytoplasmic
8927493	Outer Membrane
14334220	Extracellular
1653005	Outer Membrane
11712783	Outer Membrane
11712794	Outer Membrane
11712796	Outer Membrane
9124130	Periplasmic
7911721	Cytoplasmic
7387433	Outer Membrane
6306108	Cytoplasmic
11516221	Cytoplasmic
5323068	Cytoplasmic
11155780	Cytoplasmic
6568265	Outer Membrane
4634958	Outer Membrane
10697044	Extracellular
7846233	Outer Membrane
15612254	Outer Membrane
6044000	Extracellular
12499298	Cytoplasmic
2996585	Extracellular
2406770	Cytoplasmic
14006654	Outer Membrane
145802	Periplasmic
11975051	Outer Membrane
12007820	Periplasmic
12040586	Cytoplasmic
13515154	Cytoplasmic
11712915	Outer Membrane
11712916	Outer Membrane
13908370	Cytoplasmic
4471192	Periplasmic
4995483	Cytoplasmic
5650854	Outer Membrane
8698287	Cytoplasmic Membrane
8010175	Cytoplasmic
6666689	Cytoplasmic
9320898	Outer Membrane
6601157	Outer Membrane
735695	Cytoplasmic Membrane
8042966	Cytoplasmic
7387615	Cytoplasmic
11319782	Outer Membrane
12859887	Outer Membrane
6961652	Cytoplasmic
14498294	Cytoplasmic
1915387	Cytoplasmic Membrane
13318657	Extracellular
12728839	Outer Membrane
9255432	Extracellular
1423881	Cytoplasmic
13875740	Cytoplasmic Membrane
6863403	Cytoplasmic
9910828	Outer Membrane
10533424	Cytoplasmic
2800180	Extracellular
15841845	Outer Membrane
11582006	Outer Membrane
13384260	Cytoplasmic
1653317	Cytoplasmic
4930125	Cytoplasmic
10893903	Outer Membrane
3160655	Outer Membrane
3521106	Outer Membrane
14531158	Outer Membrane
1456750	Extracellular
5028469	Outer Membrane
2407034	Cytoplasmic
14137985	Cytoplasmic
12434051	Cytoplasmic
12434052	Cytoplasmic Membrane
13023879	Cytoplasmic
14170759	Cytoplasmic
5192331	Cytoplasmic Membrane
1686159	Outer Membrane
7420567	Outer Membrane
11418269	Cytoplasmic Membrane
2407072	Periplasmic
13515425	Outer Membrane
12696230	Cytoplasmic Membrane
4176552	Cytoplasmic
12237484	Outer Membrane
15088302	Outer Membrane
1456815	Periplasmic
14203569	Periplasmic
10697393	Outer Membrane
7912113	Cytoplasmic
11680441	Outer Membrane
5847739	Cytoplasmic
11909820	Outer Membrane
15383237	Cytoplasmic
2800327	Cytoplasmic
9386704	Outer Membrane
4569811	Cytoplasmic
16497373	Cytoplasmic
8207076	Outer Membrane
14400237	Cytoplasmic
13875950	Cytoplasmic
10009339	Cytoplasmic
10369791	Outer Membrane
1293062	Cytoplasmic Membrane
12139270	Cytoplasmic
1653512	Outer Membrane
13318925	Outer Membrane
14465809	Cytoplasmic
12696341	Cytoplasmic
4668184	Periplasmic
12827416	Outer Membrane
15776541	Cytoplasmic
4897573	Cytoplasmic
11746090	Cytoplasmic
14760748	Outer Membrane
3062580	Periplasmic
11451193	Cytoplasmic
14203714	Outer Membrane
703314	Outer Membrane
6503251	Cytoplasmic
7977813	Outer Membrane
10632039	Extracellular
8633193	Cytoplasmic
9681771	Periplasmic
11090797	Cytoplasmic
7224187	Outer Membrane
2997120	Cytoplasmic
13089665	Cytoplasmic
13745040	Cytoplasmic Membrane
11320217	Extracellular
1620901	Cytoplasmic
10533800	Periplasmic
11320241	Periplasmic
3029939	Cytoplasmic
8960947	Cytoplasmic
736179	Cytoplasmic
5553076	Cytoplasmic
11582396	Cytoplasmic
474045	Outer Membrane
14269373	Outer Membrane
3587008	Cytoplasmic
9452485	Outer Membrane
16202697	Outer Membrane
8010715	Cytoplasmic
1391582	Outer Membrane
10632159	Extracellular
2276319	Cytoplasmic
7814114	Outer Membrane
4307940	Cytoplasmic
13450215	Cytoplasmic
16038888	Cytoplasmic
3161063	Periplasmic
13057002	Outer Membrane
113640	Cytoplasmic
3390441	Cytoplasmic Membrane
5323762	Outer Membrane
11353088	Cytoplasmic Membrane
13122561	Periplasmic
12762120	Outer Membrane
15547407	Periplasmic
15514644	Outer Membrane
12893206	Cytoplasmic
12893207	Outer Membrane
9518109	Outer Membrane
14662695	Cytoplasmic
7781419	Periplasmic
8404017	Cytoplasmic Membrane
9681974	Periplasmic
9911354	Cytoplasmic
10271804	Outer Membrane
2374721	Periplasmic
5356612	Extracellular
5553230	Cytoplasmic
3685455	Cytoplasmic Membrane
4144208	Cytoplasmic
13778006	Outer Membrane
13614171	Cytoplasmic
12794972	Cytoplasmic Membrane
8600668	Outer Membrane
5717089	Outer Membrane
3226726	Outer Membrane
9092204	Periplasmic
408685	Cytoplasmic
12827757	Cytoplasmic
6601838	Cytoplasmic
5028982	Cytoplasmic
10173566	Periplasmic
14072959	Cytoplasmic
12762238	Cytoplasmic
6306950	Extracellular
14269578	Outer Membrane
2440334	Cytoplasmic
11811984	Outer Membrane
2866326	Periplasmic
5913751	Cytoplasmic
4013206	Cytoplasmic
5061785	Outer Membrane
4668572	Outer Membrane
1490084	Cytoplasmic Membrane
16399528	Cytoplasmic
8830131	Cytoplasmic
572604	Cytoplasmic
5291196	Periplasmic
6012103	Cytoplasmic
2276553	Outer Membrane
16170190	Cytoplasmic
13286618	Periplasmic
212200	Periplasmic
6307052	Cytoplasmic
15547631	Extracellular
11681023	Outer Membrane
1326336	Periplasmic
2112772	Cytoplasmic
6569221	Periplasmic
10599685	Cytoplasmic
9387270	Outer Membrane
15711496	Cytoplasmic Membrane
343307	Outer Membrane
8469774	Outer Membrane
4504848	Outer Membrane
11615505	Cytoplasmic
15809811	Outer Membrane
3783959	Periplasmic
11189528	Cytoplasmic
6208794	Extracellular
4406555	Cytoplasmic
12860701	Outer Membrane
10894623	Cytoplasmic Membrane
11255071	Outer Membrane
12991779	Cytoplasmic
10435880	Outer Membrane
10435881	Outer Membrane
3587370	Periplasmic
2932036	Cytoplasmic
11451727	Outer Membrane
572755	Outer Membrane
4767064	Outer Membrane
7126362	Outer Membrane
8633700	Periplasmic
12893545	Cytoplasmic
7126380	Cytoplasmic Membrane
3358061	Outer Membrane
4406638	Outer Membrane
7126383	Cytoplasmic
4734320	Cytoplasmic
6241650	Cytoplasmic
9387380	Cytoplasmic
12991863	Outer Membrane
4472184	Outer Membrane
3915132	Cytoplasmic
5979530	Cytoplasmic
3784077	Cytoplasmic Membrane
1621390	Outer Membrane
7257488	Outer Membrane
3063186	Outer Membrane
12205467	Cytoplasmic
2702747	Cytoplasmic
7454113	Outer Membrane
12467621	Cytoplasmic
1064359	Outer Membrane
3620266	Cytoplasmic
5062059	Cytoplasmic
5914028	Outer Membrane
12795317	Cytoplasmic
4505020	Outer Membrane
2276798	Outer Membrane
1064389	Extracellular
15875527	Extracellular
10239432	Outer Membrane
474568	Cytoplasmic
16825803	Cytoplasmic
2178518	Outer Membrane
4472294	Cytoplasmic
4046317	Cytoplasmic
4046319	Cytoplasmic
6962673	Cytoplasmic
7552500	Extracellular
3358211	Outer Membrane
1654281	Extracellular
8207883	Periplasmic
11255308	Cytoplasmic
16662029	Cytoplasmic
3390989	Cytoplasmic Membrane
4046352	Outer Membrane
5750291	Cytoplasmic
9944606	Outer Membrane
4800034	Outer Membrane
5029417	Cytoplasmic
5488169	Cytoplasmic Membrane
10534446	Outer Membrane
13745715	Outer Membrane
13745716	Outer Membrane
3325491	Outer Membrane
4800055	Cytoplasmic
5979710	Cytoplasmic Membrane
6504001	Periplasmic
10403407	Outer Membrane
6700623	Extracellular
3292754	Cytoplasmic
14106199	Cytoplasmic Membrane
15613527	Cytoplasmic
999004	Outer Membrane
11124318	Cytoplasmic
14499423	Outer Membrane
6569572	Cytoplasmic
9256551	Cytoplasmic
6340217	Periplasmic
11648636	Cytoplasmic
2145919	Cytoplasmic
2866818	Outer Membrane
3325573	Cytoplasmic Membrane
3325574	Cytoplasmic Membrane
10665606	Cytoplasmic
8830605	Cytoplasmic
10993294	Periplasmic
9879187	Periplasmic
4275862	Outer Membrane
3784343	Periplasmic
5095062	Outer Membrane
16301723	Outer Membrane
16301732	Cytoplasmic
11419306	Cytoplasmic Membrane
11648682	Cytoplasmic
10108588	Outer Membrane
1654448	Cytoplasmic
3489457	Periplasmic
11353779	Outer Membrane
12074676	Periplasmic
8634038	Cytoplasmic
278199	Cytoplasmic
8634044	Cytoplasmic
10436285	Cytoplasmic Membrane
8634047	Cytoplasmic
8634051	Cytoplasmic Membrane
704196	Cytoplasmic
11026118	Cytoplasmic
15515336	Cytoplasmic Membrane
12893897	Periplasmic
4701898	Cytoplasmic Membrane
8273610	Outer Membrane
11812556	Cytoplasmic
6504141	Periplasmic
8634064	Cytoplasmic
11058899	Periplasmic
13647572	Cytoplasmic
7814868	Cytoplasmic Membrane
4177622	Outer Membrane
5619416	Outer Membrane
10665696	Outer Membrane
3817188	Cytoplasmic
9518822	Extracellular
376559	Outer Membrane
4603638	Cytoplasmic
4243195	Periplasmic
2211595	Outer Membrane
13680399	Outer Membrane
14237458	Outer Membrane
8535828	Outer Membrane
245526	Cytoplasmic Membrane
13975319	Cytoplasmic
1359641	Cytoplasmic
15580955	Outer Membrane
10862370	Periplasmic
13877026	Extracellular
10403621	Outer Membrane
12074789	Outer Membrane
4538159	Cytoplasmic
16039730	Periplasmic
15417150	Cytoplasmic
3063618	Outer Membrane
704323	Outer Membrane
900930	Cytoplasmic
7847753	Periplasmic
1064785	Cytoplasmic
10698586	Cytoplasmic Membrane
12894050	Cytoplasmic Membrane
6766440	Periplasmic
2932592	Cytoplasmic
13352820	Outer Membrane
4636533	Outer Membrane
10829684	Cytoplasmic Membrane
4865912	Outer Membrane
8601464	Extracellular
343943	Outer Membrane
835464	Cytoplasmic
3587977	Cytoplasmic
15548313	Outer Membrane
15548318	Cytoplasmic
7913376	Extracellular
8961964	Cytoplasmic
12173228	Cytoplasmic
10370992	Outer Membrane
8142773	Cytoplasmic Membrane
9420727	Cytoplasmic
311225	Outer Membrane
1916862	Periplasmic
10895294	Outer Membrane
14827473	Outer Membrane
4046807	Cytoplasmic
7192540	Cytoplasmic
3358698	Cytoplasmic
14172143	Cytoplasmic
6012911	Cytoplasmic
10371059	Outer Membrane
8798195	Periplasmic
8732661	Outer Membrane
573442	Cytoplasmic Membrane
573443	Cytoplasmic
10207238	Cytoplasmic
16039943	Cytoplasmic
10272775	Outer Membrane
11255822	Cytoplasmic Membrane
7323663	Periplasmic
9486354	Cytoplasmic Membrane
10698771	Cytoplasmic
4734999	Cytoplasmic
8699928	Cytoplasmic
15056923	Cytoplasmic
9781277	Cytoplasmic Membrane
14762014	Cytoplasmic
11812894	Outer Membrane
13189156	Outer Membrane
7553063	Cytoplasmic
14270503	Cytoplasmic
15679531	Outer Membrane
14762027	Cytoplasmic Membrane
3850287	Cytoplasmic
14762035	Cytoplasmic
147513	Outer Membrane
15745101	Outer Membrane
2277454	Outer Membrane
1654867	Outer Membrane
8470611	Cytoplasmic
9060441	Periplasmic
11092062	Cytoplasmic Membrane
8142944	Cytoplasmic
7880800	Cytoplasmic
11747429	Periplasmic
1851496	Cytoplasmic
15745134	Outer Membrane
15777902	Cytoplasmic
12042352	Cytoplasmic
8667249	Periplasmic
14794869	Outer Membrane
13025401	Outer Membrane
12370051	Cytoplasmic Membrane
5226628	Outer Membrane
7094408	Outer Membrane
14565513	Outer Membrane
7356572	Outer Membrane
15057054	Cytoplasmic Membrane
14074015	Outer Membrane
7946398	Extracellular
3162280	Cytoplasmic
4669610	Outer Membrane
8634539	Cytoplasmic
13549753	Cytoplasmic Membrane
12402875	Outer Membrane
8962244	Cytoplasmic Membrane
16728275	Cytoplasmic
12763352	Cytoplasmic
7815391	Periplasmic
5685473	Cytoplasmic
6766818	Cytoplasmic
14958822	Cytoplasmic
4669684	Cytoplasmic
16204021	Cytoplasmic
12271864	Outer Membrane
3883259	Cytoplasmic
2277635	Periplasmic
16335111	Cytoplasmic Membrane
5751049	Periplasmic
7651596	Outer Membrane
8864013	Outer Membrane
10600718	Outer Membrane
10895632	Cytoplasmic
10895633	Outer Membrane
4702495	Cytoplasmic
5390628	Cytoplasmic
10961189	Periplasmic
15515942	Cytoplasmic
11419948	Periplasmic
2867509	Cytoplasmic
10273079	Cytoplasmic
9584954	Cytoplasmic Membrane
11551034	Outer Membrane
2310467	Cytoplasmic
11387207	Cytoplasmic Membrane
13058395	Cytoplasmic Membrane
1818976	Outer Membrane
9716070	Cytoplasmic
10273145	Cytoplasmic
7160191	Cytoplasmic
13058434	Outer Membrane
16826755	Periplasmic
11944338	Extracellular
11485595	Cytoplasmic
8470948	Cytoplasmic
770483	Outer Membrane
2900411	Cytoplasmic Membrane
7291326	Cytoplasmic
12763582	Outer Membrane
13320640	Cytoplasmic Membrane
7193028	Outer Membrane
8045004	Cytoplasmic
12075468	Outer Membrane
5358037	Cytoplasmic
2998745	Outer Membrane
13746664	Extracellular
7881196	Outer Membrane
10994159	Cytoplasmic
10568180	Cytoplasmic
1360372	Cytoplasmic
12763639	Cytoplasmic
8045054	Cytoplasmic
4571649	Cytoplasmic
1556999	Outer Membrane
3490324	Periplasmic
15385117	Cytoplasmic Membrane
4145719	Cytoplasmic Membrane
1688152	Cytoplasmic
2572898	Outer Membrane
9454178	Periplasmic
14238310	Periplasmic
10535534	Cytoplasmic Membrane
8798830	Outer Membrane
11092590	Cytoplasmic
11289209	Outer Membrane
5063291	Cytoplasmic
8766076	Outer Membrane
639622	Periplasmic
2966151	Periplasmic
7815814	Periplasmic
10011274	Outer Membrane
15155853	Extracellular
7946896	Periplasmic
14762644	Cytoplasmic
8929944	Outer Membrane
6275737	Cytoplasmic
9388699	Cytoplasmic
8733339	Cytoplasmic Membrane
2704029	Cytoplasmic
4768416	Outer Membrane
3162786	Cytoplasmic
10371748	Outer Membrane
9388708	Cytoplasmic
14140069	Extracellular
2146987	Outer Membrane
5718700	Cytoplasmic
6374066	Outer Membrane
3818169	Cytoplasmic
737979	Outer Membrane
2671292	Outer Membrane
10502846	Extracellular
8700608	Cytoplasmic
8635078	Cytoplasmic
606925	Periplasmic
11616978	Outer Membrane
5128919	Cytoplasmic
15385304	Outer Membrane
10207959	Cytoplasmic
13189850	Outer Membrane
7815913	Outer Membrane
12337906	Outer Membrane
1884921	Cytoplasmic Membrane
3588862	Cytoplasmic
13091591	Cytoplasmic Membrane
12960532	Outer Membrane
7389975	Cytoplasmic
7389976	Outer Membrane
607001	Outer Membrane
16204569	Cytoplasmic
4309806	Outer Membrane
6832950	Outer Membrane
344886	Outer Membrane
11354938	Cytoplasmic
2310980	Cytoplasmic
5718864	Outer Membrane
3195729	Cytoplasmic Membrane
11354962	Cytoplasmic
16630626	Extracellular
9618281	Periplasmic
3064723	Outer Membrane
7816083	Cytoplasmic
11191189	Cytoplasmic Membrane
13288349	Extracellular
4572062	Cytoplasmic Membrane
12010399	Cytoplasmic Membrane
4637604	Cytoplasmic
12272549	Cytoplasmic
10863536	Cytoplasmic Membrane
4342704	Cytoplasmic
5686197	Cytoplasmic
607159	Outer Membrane
16401338	Outer Membrane
574394	Outer Membrane
4375484	Periplasmic
2900926	Outer Membrane
6112190	Cytoplasmic
3326918	Outer Membrane
5358537	Outer Membrane
8897483	Outer Membrane
7390157	Cytoplasmic
8766415	Periplasmic
4408273	Periplasmic
12403668	Outer Membrane
9585623	Cytoplasmic
14730200	Outer Membrane
8143837	Outer Membrane
15614948	Outer Membrane
9290733	Outer Membrane
2016245	Cytoplasmic
8733692	Outer Membrane
6702080	Outer Membrane
10568713	Cytoplasmic
2016266	Outer Membrane
14599178	Cytoplasmic
6046732	Periplasmic
15156237	Cytoplasmic Membrane
4572173	Cytoplasmic Membrane
8832015	Cytoplasmic Membrane
16729105	Cytoplasmic
13255698	Cytoplasmic
3458067	Cytoplasmic
13124628	Cytoplasmic
4244501	Cytoplasmic
2409495	Outer Membrane
7423005	Outer Membrane
4539422	Outer Membrane
10863649	Cytoplasmic
10961956	Cytoplasmic
6767653	Cytoplasmic Membrane
2081831	Cytoplasmic
16073769	Outer Membrane
8700970	Cytoplasmic Membrane
8832053	Cytoplasmic
4965433	Cytoplasmic
16434234	Cytoplasmic
5784637	Cytoplasmic
5391432	Periplasmic
11781193	Cytoplasmic
13714505	Outer Membrane
8242251	Cytoplasmic
148560	Outer Membrane
4801618	Cytoplasmic
14763095	Cytoplasmic
1852504	Cytoplasmic
4277340	Cytoplasmic
11420765	Extracellular
7717984	Periplasmic
4965472	Periplasmic
1426545	Cytoplasmic
14828658	Outer Membrane
3228787	Outer Membrane
15647857	Cytoplasmic Membrane
4015223	Cytoplasmic
10765432	Periplasmic
4801656	Cytoplasmic
574596	Outer Membrane
10241161	Outer Membrane
2901130	Cytoplasmic
5162126	Periplasmic
10339476	Periplasmic
9487511	Cytoplasmic
115870	Outer Membrane
10732702	Outer Membrane
1819819	Periplasmic
1885356	Periplasmic
16270509	Cytoplasmic
15123630	Cytoplasmic
5424303	Cytoplasmic Membrane
2704556	Cytoplasmic
3425457	Outer Membrane
8668345	Cytoplasmic
14435520	Outer Membrane
11977922	Cytoplasmic
12960963	Outer Membrane
12862659	Cytoplasmic
5850309	Cytoplasmic
5850310	Cytoplasmic
5096654	Outer Membrane
8733907	Cytoplasmic Membrane
11355352	Cytoplasmic
7816409	Cytoplasmic Membrane
2901211	Cytoplasmic
11060450	Cytoplasmic
11355367	Cytoplasmic
13386984	Cytoplasmic
15353064	Outer Membrane
7750887	Cytoplasmic
9389291	Outer Membrane
11683050	Cytoplasmic
9389293	Cytoplasmic
11814152	Outer Membrane
4834572	Periplasmic
4375822	Cytoplasmic
12010776	Cytoplasmic Membrane
9258268	Cytoplasmic
9651484	Outer Membrane
16860447	Cytoplasmic
5260587	Cytoplasmic
7161132	Cytoplasmic
3392813	Cytoplasmic
11027759	Cytoplasmic Membrane
4605232	Outer Membrane
10995004	Outer Membrane
15353149	Outer Membrane
9717053	Cytoplasmic Membrane
3425601	Cytoplasmic
10732867	Extracellular
14501187	Cytoplasmic
5162313	Cytoplasmic
4965707	Cytoplasmic
9291088	Cytoplasmic
7783761	Cytoplasmic
13419858	Cytoplasmic
9553237	Cytoplasmic
6702426	Outer Membrane
3163485	Cytoplasmic
6735213	Cytoplasmic
1688946	Extracellular
3622269	Cytoplasmic
10143106	Cytoplasmic
2803075	Cytoplasmic
9979269	Cytoplasmic
15648134	Extracellular
14796175	Cytoplasmic
14960018	Cytoplasmic
15091093	Cytoplasmic Membrane
6112668	Periplasmic
12535199	Periplasmic
11388326	Outer Membrane
1951156	Cytoplasmic Membrane
9881012	Outer Membrane
13026743	Outer Membrane
1557946	Cytoplasmic Membrane
14697917	Cytoplasmic
15779267	Extracellular
10831303	Cytoplasmic Membrane
13387217	Cytoplasmic Membrane
14403035	Cytoplasmic
3327461	Periplasmic
